*START-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
In,O
the,O
Ulleung,O
basin,O
of,O
the,O
East,O
Sea,O
",",O
filefish,O
",",O
anchovy,O
and,O
sardine,O
dominated,O
the,O
commercial,O
fish,O
catches,O
in,O
1986–1992,O
",",O
but,O
thereafter,O
common,O
squid,O
comprised,O
>,O
60,O
%,O
of,O
the,O
total,O
catch,O
in,O
1993–2010,O
.,O
*END-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
*START-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
To,O
illuminate,O
the,O
mechanisms,O
causing,O
this,O
dramatic,O
shift,O
in,O
dominant,O
fisheries,O
species,O
",",O
I,O
related,O
changes,O
in,O
depth,O
-,O
specific,O
oceanographic,O
conditions,O
from,O
0,O
to,O
500,O
m,O
to,O
inter,O
-,O
annual,O
changes,O
in,O
the,O
fish,O
assemblage,O
structure,O
from,O
1986,O
to,O
2010,O
.,O
*END-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
*START-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
In,O
the,O
upper,O
layer,O
of,O
50–100,O
m,O
depths,O
",",O
water,O
temperature,O
suddenly,O
increased,O
in,O
1987–1989,O
",",O
and,O
consequently,O
warm,O
-,O
water,O
epi,O
-,O
pelagic,O
species,O
(,O
anchovy,O
",",O
chub,O
mackerel,O
",",O
and,O
common,O
squid,O
),O
became,O
dominant,O
",",O
while,O
sardine,O
",",O
relatively,O
cold,O
-,O
water,O
epi,O
-,O
pelagic,O
species,O
",",O
nearly,O
disappeared,O
.,O
*END-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
*START-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
An,O
annual,O
index,O
of,O
the,O
volume,O
transport,O
by,O
the,O
Korea,O
Strait,O
Bottom,O
Cold,O
Water,O
",",O
originating,O
from,O
the,O
deep,O
water,O
of,O
the,O
Ulleung,O
Basin,O
",",O
displayed,O
a,O
sudden,O
intensification,O
in,O
1992–1993,O
",",O
accompanied,O
by,O
decreased,O
water,O
temperature,O
and,O
increased,O
water,O
density,O
in,O
the,O
deep,O
water,O
and,O
replacement,O
of,O
dominant,O
bentho,O
-,O
pelagic,O
species,O
from,O
filefish,O
",",O
warm,O
-,O
water,O
species,O
",",O
to,O
herring,O
and,O
cod,O
",",O
cold,O
-,O
water,O
species,O
.,O
*END-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
*START-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
The,O
results,O
suggest,O
that,O
climate,O
-,O
driven,O
oceanic,O
changes,O
and,O
the,O
subsequent,O
ecological,O
impacts,O
can,O
occur,O
asynchronously,O
",",O
often,O
with,O
time,O
lags,O
of,O
several,O
years,O
",",O
between,O
the,O
upper,O
and,O
the,O
deep,O
layer,O
",",O
and,O
between,O
epi,O
-,O
pelagic,O
and,O
deepwater,O
fish,O
assemblages,O
.,O
*END-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
*START-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
The,O
main,O
cause,O
of,O
annual,O
fluctuations,O
in,O
catch,O
and,O
species,O
composition,O
of,O
fisheries,O
is,O
usually,O
uncertain,O
",",O
but,O
a,O
prevailing,O
view,O
has,O
been,O
that,O
fishing,O
effects,O
are,O
more,O
critical,O
than,O
environmental,O
variability,O
.,O
*END-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
*START-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
Filefish,O
is,O
a,O
good,O
anecdote,O
:,O
many,O
Korean,O
fisheries,O
scientists,O
have,O
attributed,O
the,O
sudden,O
collapse,O
of,O
Korean,O
filefish,O
fisheries,O
in,O
the,O
early,O
1990s,O
to,O
overfishing,O
",",O
especially,O
by,O
trawl,O
fisheries,O
in,O
the,O
northern,O
East,O
China,O
Sea,O
(,O
NECS,O
),O
.,O
*END-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
*START-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
However,O
",",O
interdisciplinary,O
researches,O
have,O
revealed,O
that,O
climate,O
-,O
driven,O
",",O
multi,O
-,O
decadal,O
variability,O
in,O
oceanic,O
conditions,O
impacts,O
both,O
fish,O
and,O
fisheries,O
around,O
the,O
world,O
.,O
*END-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
*START-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
To,O
test,O
the,O
two,O
alternative,O
hypotheses,O
(,O
i.e.,O
",",O
fishing,O
and,O
climate,O
),O
as,O
the,O
major,O
cause,O
of,O
the,O
sudden,O
decline,O
of,O
filefish,O
",",O
we,O
compared,O
fisheries,O
data,O
of,O
filefish,O
from,O
the,O
adjacent,O
countries,O
of,O
the,O
NECS,O
and,O
analyzed,O
oceanographic,O
conditions,O
in,O
relation,O
to,O
changes,O
in,O
species,O
composition,O
of,O
fish,O
assemblages,O
in,O
the,O
NECS,O
.,O
*END-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
*START-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
Results,O
suggested,O
that,O
the,O
basin,O
-,O
wide,O
",",O
1989,O
regime,O
shift,O
in,O
the,O
North,O
Pacific,O
and,O
the,O
subsequent,O
shrinkage,O
of,O
habitat,O
range,O
to,O
the,O
southwest,O
were,O
the,O
major,O
cause,O
of,O
the,O
sudden,O
decline,O
of,O
filefish,O
catch,O
in,O
the,O
NECS,O
.,O
*END-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
*START-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
Locally,O
",",O
shifts,O
in,O
water,O
temperature,O
and,O
currents,O
were,O
identified,O
in,O
the,O
NECS,O
for,O
the,O
early,O
1990s,O
",",O
but,O
further,O
physiology,O
-,O
oriented,O
researches,O
are,O
required,O
to,O
understand,O
the,O
detailed,O
mechanism,O
of,O
climate,O
-,O
change,O
effects,O
on,O
filefish,O
stocks,O
in,O
the,O
marginal,O
seas,O
of,O
East,O
Asia,O
.,O
*END-SENTENCE*,Fishing vs. Climate Change: An Example of Filefish (Thamnaconus modestus) in the Northern East China Sea
*START-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
Recent,O
studies,O
in,O
the,O
western,O
North,O
Pacific,O
reported,O
a,O
declining,O
standing,O
stock,O
biomass,O
of,O
anchovy,O
(,O
Engraulis,O
japonicus,O
),O
in,O
the,O
Yellow,O
Sea,O
and,O
a,O
climate,O
-,O
driven,O
southward,O
shift,O
of,O
anchovy,O
catch,O
in,O
Korean,O
waters,O
.,O
*END-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
*START-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
We,O
investigated,O
the,O
effects,O
of,O
a,O
warming,O
ocean,O
on,O
the,O
latitudinal,O
shift,O
of,O
anchovy,O
catch,O
by,O
developing,O
and,O
applying,O
individual,O
-,O
based,O
models,O
(,O
IBMs,O
),O
based,O
on,O
a,O
regional,O
ocean,O
circulation,O
model,O
and,O
an,O
IPCC,O
climate,O
change,O
scenario,O
.,O
*END-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
*START-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
Despite,O
the,O
greater,O
uncertainty,O
",",O
our,O
two,O
IBMs,O
projected,O
that,O
",",O
by,O
the,O
2030s,O
",",O
the,O
strengthened,O
Tsushima,O
warm,O
current,O
in,O
the,O
Korea,O
Strait,O
and,O
the,O
East,O
Sea,O
",",O
driven,O
by,O
global,O
warming,O
",",O
and,O
the,O
subsequent,O
confinement,O
of,O
the,O
relatively,O
cold,O
water,O
masses,O
within,O
the,O
Yellow,O
Sea,O
will,O
decrease,O
larval,O
anchovy,O
biomass,O
in,O
the,O
Yellow,O
Sea,O
",",O
but,O
will,O
increase,O
it,O
in,O
the,O
Korea,O
Strait,O
and,O
the,O
East,O
Sea,O
.,O
*END-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
*START-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
The,O
decreasing,O
trend,O
of,O
anchovy,O
biomass,O
in,O
the,O
Yellow,O
Sea,O
was,O
reproduced,O
by,O
our,O
models,O
",",O
but,O
further,O
validation,O
and,O
enhancement,O
of,O
the,O
models,O
is,O
required,O
together,O
with,O
extended,O
ichthyoplankton,O
surveys,O
to,O
understand,O
and,O
reliably,O
project,O
range,O
shifts,O
of,O
anchovy,O
and,O
the,O
impacts,O
such,O
range,O
shifts,O
will,O
have,O
on,O
the,O
marine,O
ecosystems,O
and,O
fisheries,O
in,O
the,O
region,O
.,O
*END-SENTENCE*,Climate-change driven range shifts of anchovy biomass projected by bio-physical coupling individual based model in the marginal seas of East Asia
*START-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
The,O
reproduction,O
period,O
of,O
the,O
sea,O
raven,O
Hemitripterus,O
villosus,O
were,O
studied,O
by,O
visual,O
SCUBA,O
-,O
diving,O
methods,O
in,O
1997–2016,O
in,O
Peter,O
the,O
Great,O
Bay,O
",",O
the,O
Sea,O
of,O
Japan,O
.,O
*END-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
*START-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
It,O
has,O
been,O
found,O
that,O
the,O
beginning,O
and,O
the,O
end,O
of,O
the,O
spawning,O
period,O
shifted,O
to,O
a,O
later,O
date,O
(,O
5–12-day,O
shift,O
),O
in,O
particular,O
years,O
",",O
which,O
is,O
explained,O
by,O
the,O
increased,O
water,O
temperature,O
at,O
the,O
spawning,O
grounds,O
by,O
1.6–2.5,O
°,O
C,O
in,O
September,O
–,O
October,O
.,O
*END-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
*START-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
The,O
degree,O
of,O
damage,O
of,O
the,O
open,O
egg,O
masses,O
has,O
greatly,O
increased,O
(,O
from,O
35.2,O
to,O
60.4,O
%,O
),O
",",O
the,O
main,O
predator,O
is,O
the,O
sea,O
urchin,O
Mesocentrotus,O
nudus,O
.,O
*END-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
*START-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
The,O
observed,O
changes,O
in,O
the,O
timing,O
of,O
reproduction,O
and,O
an,O
increase,O
in,O
the,O
degree,O
of,O
egg,O
consumption,O
by,O
predators,O
are,O
not,O
critical,O
factors,O
for,O
reducing,O
the,O
abundance,O
of,O
the,O
sea,O
raven,O
.,O
*END-SENTENCE*,Dynamics of the Reproduction Period of the Sea Raven Hemitripterus villosus (Hemitripteridae) in the Southwestern Part of Peter the Great Bay: Results of 20-Year Monitoring (1997–2016)
